'[',1,-35.2339681511283,-5.75398598793819,']'
'[',1,-35.2347718208677,-5.75269002016348,']'
'[',1,-35.234429598112,-5.75246677688977,']'
'[',1,-35.2330751779672,-5.75347917258405,']'
'[',1,-35.2324065062534,-5.75400448865007,']'
'[',1,-35.2335574064767,-5.75464654204323,']'
'[',1,-35.2339681511283,-5.75398598793819,']'
'[',2,-35.2143479967229,-5.73995909684535,']'
'[',2,-35.2135505309227,-5.73888805260474,']'
'[',2,-35.213065854777,-5.73924898740534,']'
'[',2,-35.2126932843833,-5.73874531267758,']'
'[',2,-35.2119289107147,-5.73905255726749,']'
'[',2,-35.2114989149381,-5.73941327963378,']'
'[',2,-35.2110533422293,-5.73888554268884,']'
'[',2,-35.2105626348203,-5.73925867078923,']'
'[',2,-35.2108068153812,-5.73955592846295,']'
'[',2,-35.2101771849385,-5.74014259506444,']'
'[',2,-35.2096900194822,-5.7398584477995,']'
'[',2,-35.2092620274161,-5.74002024830979,']'
'[',2,-35.2086304767628,-5.74089365784147,']'
'[',2,-35.2097121437835,-5.74220975525486,']'
'[',2,-35.2103038315442,-5.74173742070959,']'
'[',2,-35.2104910687389,-5.74197171972714,']'
'[',2,-35.2124897084897,-5.74126582965332,']'
'[',2,-35.213173840433,-5.74087608760319,']'
'[',2,-35.2143479967229,-5.73995909684535,']'
'[',3,-35.1847320809703,-5.79809781429587,']'
'[',3,-35.1844111597456,-5.7978681366319,']'
'[',3,-35.1838592555581,-5.79758413875563,']'
'[',3,-35.1837696845592,-5.79754259796701,']'
'[',3,-35.1835698594823,-5.79787148559309,']'
'[',3,-35.1839478762639,-5.79805105723941,']'
'[',3,-35.1838630720507,-5.79832519220166,']'
'[',3,-35.1837168837921,-5.79825782757289,']'
'[',3,-35.183622367747,-5.79844885295418,']'
'[',3,-35.183794870527,-5.79852260510666,']'
'[',3,-35.1836953312425,-5.79877162561529,']'
'[',3,-35.183249024975,-5.7985659358823,']'
'[',3,-35.1831012181948,-5.79884367161197,']'
'[',3,-35.183515553411,-5.79902576117473,']'
'[',3,-35.1834773697488,-5.79908474322801,']'
'[',3,-35.183828544433,-5.79933456731069,']'
'[',3,-35.18398821381,-5.79913934399625,']'
'[',3,-35.1843770224516,-5.79956421341193,']'
'[',3,-35.1849569451221,-5.79910888486842,']'
'[',3,-35.1844352762129,-5.79847233386406,']'
'[',3,-35.1847320809703,-5.79809781429587,']'
'[',4,-35.1974244760021,-5.8205677887061,']'
'[',4,-35.197335994888,-5.82051574682302,']'
'[',4,-35.1972662866458,-5.82060119317737,']'
'[',4,-35.197118124931,-5.8207746250956,']'
'[',4,-35.1968194798785,-5.82116784303198,']'
'[',4,-35.1966974999207,-5.82131987923839,']'
'[',4,-35.1963651388953,-5.82172700679364,']'
